type,number,name,title,bidder,date,committee_mem1,committee_mem2,committee_mem3
EOI 1712,EOI,1712,Nicole Monks,Eora Journey Place Projections,2/12/13, Mary Vangelovska,Glenn Wallace,Â Megan Saxon.
EOI 1712,EOI,1712,Rea (RMS)Â Â ,Eora Journey Place Projections,2/12/13, Mary Vangelovska,Glenn Wallace,Â Megan Saxon.
Tender 1292,Tender,1292,Australian Construction Products.,Non Destructive Testing of Smartpole and other Public Domain Lighting Poles,12/20/12, Mary Vangelovska,Paul Gowans,Â Megan Saxon.
EOI 1512,EOI,1512,Annand Associates Urban Design,William Street Creative Hub,12/18/12, Mary Vangelovska,Belinda Brookes,Â Megan Saxon.
EOI 1512,EOI,1512,Engineroom Spaces,William Street Creative Hub,12/18/12, Mary Vangelovska,Belinda Brookes,Â Megan Saxon.
EOI 1512,EOI,1512,Esther You Jin Chung,William Street Creative Hub,12/18/12, Mary Vangelovska,Belinda Brookes,Â Megan Saxon.
EOI 1512,EOI,1512,Inspired Innovation Consulting,William Street Creative Hub,12/18/12, Mary Vangelovska,Belinda Brookes,Â Megan Saxon.
EOI 1512,EOI,1512,Loch Build,William Street Creative Hub,12/18/12, Mary Vangelovska,Belinda Brookes,Â Megan Saxon.
EOI 1512,EOI,1512,Nicholas Jones,William Street Creative Hub,12/18/12, Mary Vangelovska,Belinda Brookes,Â Megan Saxon.
EOI 1512,EOI,1512,The Office Space.Â Â ,William Street Creative Hub,12/18/12, Mary Vangelovska,Belinda Brookes,Â Megan Saxon.
EOI 1412,EOI,1412,AJ Lucas Group,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,Belmadar,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,Built NSW,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,Cockram Construction,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,FDC Construction & Fitout,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,Haslin Construction,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,Ichor Constructions,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,Rapid Construction,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1412,EOI,1412,Taylor Construction Group.,Green Square infrastructure centre,12/4/12, Mary Vangelovska,Simon Collins,Â Alice O'Connor.
EOI 1312,EOI,1312,Australian School of Copywriting,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Blue By Red PR,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Candace Sutton,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Central Writing & Editing Services,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,David Anthony Knox,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,David Evan Giles Writer,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,David Mark Humphries,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Derryn Heilbuth Communications,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Editor Group,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Em & En Word Craft,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Enterprising Communications,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Essential Media Communications,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Express Editors,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Flyman Partners,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Georgia Blain,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,IMAGEination,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Julie Elmira Shannon,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Kathy Jones & Associates,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Kathy Prokhovnik,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Keren Lavelle,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Luisa Bustos,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Marea Allen Pty Ltd,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Mediaways Pty Ltd,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Message Matters,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Quan Consulting,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Recruitment Management Company,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Richard Michael O'Neill,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Short Communications,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Sonya Voumard,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Stephanie Oley,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Style & Syntax Pty Ltd,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,The Copy Collective Pty Ltd,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,The Make Room & The Writing Den,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,The Writers Group,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Trina Tune,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Urbis,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1312,EOI,1312,Word Jeneration Pty Ltd.,Professional writing services,12/4/12, Mary Vangelovska,Kate Winney,Â Alice O'Connor.
EOI 1112,EOI,1112,A.I.R Artists in Recovery,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,A.R.P Artists Residency Program,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Aragon Gray,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Art Battles,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Art Pharm,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Article by Courtney Holm,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Axolotl Group,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Banksia Prints,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Belinda Keyte,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Brand X Productions Inc t/a Queen Street Studio,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Common Co,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Creative Artcircle,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Dan Murphy,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,David Cranswick,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Deuce Design,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Devine Elegance,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Ella Fashion,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Engineroom Spaces,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,EOS Management,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Esther You Jin Chung,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Fibre Trading,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Fluidframe,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Harlequin Home,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Hub Australia,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Jes Bugz,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,LUCA LLC,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Maaike Pullar,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Mod Productions,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Places and Spaces incorporated Association,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Rachel Williams Design,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Stills Gallery,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Sweet Pins Sales,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,The Artery,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,The Bicycle Garden,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Third Spaces,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Tom Bass Sculpture Studio School,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Tractor Design School,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Verandah Productions,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 1112,EOI,1112,Westsyde Connection.,"Short-term creative, retail & space register",10/16/12, Mary Vangelovska,Hugh Nichols,Â Alice O'Connor.
EOI 0912,EOI,912,All Toys,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,"Casha's Cleaning, Lawn & Handyman Services Pty Ltd",2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,Fantastic Lights,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,John & Debra Marshall,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,John Girgenti,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,Kenya Tea Bags Pty Ltd,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,Lakenda Pty Ltd,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,Mandavilla Catering Service Pty Ltd,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,Marshall Amusements,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,Nadia Eldan,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 0912,EOI,912,Richard Stephens Pty Ltd.Â ,2012 Sydney New Year's Eve vending,9/6/12, Mary Vengelovska,Josslyn Stephens,Alice O'ConnorÂ and Pip Madgwick.
EOI 1012,EOI,1012,Anything Themeing,Chinese New Year â€“ floats 2013,9/4/12, Mary Vangelovska,Rebecca Harding,Alice O'Connor
EOI 1012,EOI,1012,Gregsets J + D Woodcraft.,Chinese New Year â€“ floats 2013,9/4/12, Mary Vangelovska,Rebecca Harding,Alice O'Connor
EOI 0712,EOI,712,Avac Australia Pty Ltd,Automated waste-collection system for Green Square town centre,8/28/12, Mary Vangelovska,Josslyn Stephens,Jason Green
EOI 0712,EOI,712,Envac Australia Pty Ltd,Automated waste-collection system for Green Square town centre,8/28/12, Mary Vangelovska,Josslyn Stephens,Jason Green
EOI 0712,EOI,712,Lamson Concepts Pty Ltd,Automated waste-collection system for Green Square town centre,8/28/12, Mary Vangelovska,Josslyn Stephens,Jason Green
EOI 0712,EOI,712,Stream Environment SDN BHD.,Automated waste-collection system for Green Square town centre,8/28/12, Mary Vangelovska,Josslyn Stephens,Jason Green
EOI 0612,EOI,612,Alfonso Calero Photography Pty Ltd,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Arunas Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Benjamin Rushton,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Brendan Read Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Brett Boardman Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Brett Cornish Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Damian Shaw Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,First Light Enterprises Pty Ltd tas First Light Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Gaye Gerard Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Helen White Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Hired Gun Australasian Photo Services,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Jamie Williams Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Maylei Hunt,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Richard Birch Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Richard Glover Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Richard Payne Photography,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Sarah RhodesSharon Hickey,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0612,EOI,612,Stills Group Pty Ltd.,Photography panel,8/8/12, James Bennett,Alice O'Connor, Gaurav Dutt.
EOI 0512,EOI,512,ABW Display,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Alfonso Calero Photography Pty Ltd,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,All Frequency,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Black Beetle Pty Ltd,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Blackbook Ink,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Byrd,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Claire Nakazawa,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Cracknell & Lonergan Architects Pty Ltd,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Creation Development,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Daniel Beasley,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Elliott Routledge,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Emma Anna,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Fintan Magee,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Flying Fish Art and Design,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Greg Giannis,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,James P Gilmour,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Mike Hewson,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Nicole Voevodin-Cash,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Raymond-Pearce Pty Ltd,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Ruth McDermott Design,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Sebastian Humphreys,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Souptoys Pty Ltd,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Stallard Sculptures,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Thomas Thorby-Lister,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Tim de Haan,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Visual Artist,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,We Are Province,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Westsyde Connection,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
EOI 0512,EOI,512,Wiltshire & Dimas Management.,Streetware 3 - part 1 2012,7/24/12, Anthony Manuatu,Alice O'Connor, Lara O'Reilly.
SSROC 23/12,SSROC,23/12,Landsavers Pty Ltd,Supply mattress collection and processing services,7/24/12, Anthony Manuatu,Alice O'Connor,Â Sam Gill.
SSROC 23/12,SSROC,23/12,Mission Australia.,Supply mattress collection and processing services,7/24/12, Anthony Manuatu,Alice O'Connor,Â Sam Gill.
SSROC 03/12,SSROC,12-Mar,Colleagues Print Pty Ltd,Supply and delivery of parking infringement papers,8/7/12, Anthony Manuatu,Alice O'Connor,Â John Davies.
SSROC 03/12,SSROC,12-Mar,Corporate Express,Supply and delivery of parking infringement papers,8/7/12, Anthony Manuatu,Alice O'Connor,Â John Davies.
SSROC 03/12,SSROC,12-Mar,DMA Pty Ltd,Supply and delivery of parking infringement papers,8/7/12, Anthony Manuatu,Alice O'Connor,Â John Davies.
SSROC 03/12,SSROC,12-Mar,Fraser and Jenkinson t/a Print Media Group,Supply and delivery of parking infringement papers,8/7/12, Anthony Manuatu,Alice O'Connor,Â John Davies.
SSROC 03/12,SSROC,12-Mar,TMA Pty Ltd.,Supply and delivery of parking infringement papers,8/7/12, Anthony Manuatu,Alice O'Connor,Â John Davies.
Tender 1251,Tender,1251,Alliance Alarms Fire Systems,Bay Street Depot fire services upgrade,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1251,Tender,1251,Lawson Bros Plumbing,Bay Street Depot fire services upgrade,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1251,Tender,1251,Nixon Safety t/a Firequest.,Bay Street Depot fire services upgrade,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1249,Tender,1249,Akyol Constructions,City Recital Hall lighting structure,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1249,Tender,1249,Harris Movement Engineering,City Recital Hall lighting structure,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1249,Tender,1249,Jands.,City Recital Hall lighting structure,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1247,Tender,1247,Innaco,Sydney Park leachate treatment plant,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1247,Tender,1247,Liquitek,Sydney Park leachate treatment plant,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1247,Tender,1247,Nanochem,Sydney Park leachate treatment plant,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1247,Tender,1247,Veolia Water Solutions and Technologies,Sydney Park leachate treatment plant,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1247,Tender,1247,Water and Carbon Group.,Sydney Park leachate treatment plant,7/11/12, James Bennett,Megan Saxon, Grant Browne.
Tender 1246,Tender,1246,Akyol Constructions,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Arii Smits Projects,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,BVN,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Caldis Cook Group,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,GHD,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Gray Puksand,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Group GSA,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,HBO + EMTB,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Luigi Rosselli,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Mode Design Corp,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Smart Design Studio,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Smith & Tzannes,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Stanic Harding,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
Tender 1246,Tender,1246,Stephen Collier Architects,"Design services Town Hall House upgrade levels 7, 13, 14 & 15",7/10/12, Paul Brown,Megan Saxon,Â Simon Collins.
